t,rhoc,errD,Mb,q00,q20,q22,vatm
114.840,1.2801241733e-03,2.955573e-04,1.5058473992e+00,1.5058260188e+00,-2.5745689832e-15,-7.8060472248e-16,0.0000e+00
115.866,1.2806885725e-03,4.793513e-04,1.5058474337e+00,1.5058260438e+00,1.9085703321e-14,-1.2727782987e-15,0.0000e+00
116.891,1.2812272375e-03,6.826503e-04,1.5058474673e+00,1.5058260685e+00,-1.6238050188e-15,-2.8024791438e-15,0.0000e+00
117.916,1.2817093451e-03,8.780674e-04,1.5058474998e+00,1.5058260929e+00,9.5953428662e-15,-2.8087133063e-15,0.0000e+00
118.942,1.2821100350e-03,1.055034e-03,1.5058475306e+00,1.5058261170e+00,8.7026920997e-15,-3.3040039638e-15,0.0000e+00
119.967,1.2824127913e-03,1.207776e-03,1.5058475593e+00,1.5058261406e+00,7.2836747310e-15,-1.9327321611e-15,0.0000e+00
120.993,1.2826105464e-03,1.333035e-03,1.5058475855e+00,1.5058261636e+00,-1.8750282659e-15,9.1790640093e-16,0.0000e+00
122.018,1.2827052919e-03,1.429425e-03,1.5058476091e+00,1.5058261855e+00,1.1148421770e-14,-2.0921098804e-15,0.0000e+00
123.043,1.2827066937e-03,1.497061e-03,1.5058476297e+00,1.5058262061e+00,-8.3878171876e-15,-1.2618278567e-15,0.0000e+00
124.069,1.2826300734e-03,1.537263e-03,1.5058476473e+00,1.5058262250e+00,1.7616270465e-14,2.0495153134e-15,0.0000e+00
125.094,1.2824938171e-03,1.552242e-03,1.5058476618e+00,1.5058262418e+00,1.3569648475e-14,-2.8157335154e-15,0.0000e+00
126.119,1.2823167203e-03,1.544815e-03,1.5058476733e+00,1.5058262562e+00,1.4693193624e-14,-2.6877163439e-15,0.0000e+00
127.145,1.2821163084e-03,1.518160e-03,1.5058476817e+00,1.5058262680e+00,-3.1198957139e-15,-2.8849869292e-15,0.0000e+00
128.170,1.2819073334e-03,1.475602e-03,1.5058476871e+00,1.5058262769e+00,-3.4546024861e-15,1.5956682840e-15,0.0000e+00
129.195,1.2817008438e-03,1.420451e-03,1.5058476898e+00,1.5058262830e+00,8.7903768417e-15,5.2943676253e-16,0.0000e+00
130.221,1.2815040017e-03,1.355876e-03,1.5058476898e+00,1.5058262863e+00,-1.4048694295e-14,3.2005021797e-16,0.0000e+00
131.246,1.2813204908e-03,1.284815e-03,1.5058476874e+00,1.5058262869e+00,-1.3458048063e-14,-3.2549709205e-15,0.0000e+00
132.271,1.2811513506e-03,1.209914e-03,1.5058476826e+00,1.5058262850e+00,6.3077029240e-15,-2.2874581669e-16,0.0000e+00
133.297,1.2809959751e-03,1.133483e-03,1.5058476757e+00,1.5058262807e+00,1.8765497589e-14,-3.0337665723e-15,0.0000e+00
134.322,1.2808530445e-03,1.057484e-03,1.5058476670e+00,1.5058262744e+00,-2.4142698826e-15,1.9027121792e-16,0.0000e+00
135.348,1.2807212229e-03,9.835373e-04,1.5058476565e+00,1.5058262661e+00,7.9033910104e-15,-1.9945587900e-15,0.0000e+00
136.373,1.2805995449e-03,9.129365e-04,1.5058476444e+00,1.5058262560e+00,-1.9586812574e-14,-1.8812325579e-15,0.0000e+00
137.398,1.2804875086e-03,8.466656e-04,1.5058476310e+00,1.5058262445e+00,1.1506316798e-14,1.1790072291e-16,0.0000e+00
138.424,1.2803849567e-03,7.854070e-04,1.5058476165e+00,1.5058262317e+00,-1.2393944314e-14,1.3145325007e-16,0.0000e+00
139.449,1.2802918546e-03,7.295347e-04,1.5058476009e+00,1.5058262176e+00,-6.5520461681e-15,-1.5184877760e-16,0.0000e+00
