t,rhoc,errD,Mb,fd_fraction,vatm
140.376,1.2796842109e-03,1.423953e-03,1.5061786239e+00,0.0952,8.3984e-03
140.994,1.2796441546e-03,1.412029e-03,1.5061786239e+00,0.0952,8.5944e-03
141.612,1.2796023943e-03,1.405535e-03,1.5061786239e+00,0.0952,8.8632e-03
142.231,1.2795613802e-03,1.404433e-03,1.5061786239e+00,0.0952,9.1769e-03
142.849,1.2795236859e-03,1.408341e-03,1.5061786239e+00,0.0952,9.4121e-03
143.468,1.2794918427e-03,1.417537e-03,1.5061786239e+00,0.0952,9.5659e-03
144.086,1.2794681759e-03,1.431862e-03,1.5061786239e+00,0.0952,9.6557e-03
144.704,1.2794546577e-03,1.450455e-03,1.5061786239e+00,0.0952,9.6923e-03
145.323,1.2794527889e-03,1.471721e-03,1.5061786239e+00,0.0952,9.6706e-03
145.941,1.2794635217e-03,1.493334e-03,1.5061786239e+00,0.0952,9.7020e-03
146.560,1.2794872260e-03,1.514149e-03,1.5061786239e+00,0.0952,9.8260e-03
147.178,1.2795237016e-03,1.532239e-03,1.5061786239e+00,0.0952,1.0105e-02
147.796,1.2795722284e-03,1.544537e-03,1.5061786239e+00,0.0952,1.0495e-02
148.415,1.2796316452e-03,1.549238e-03,1.5061786239e+00,0.0952,1.0879e-02
149.033,1.2797004433e-03,1.545701e-03,1.5061786239e+00,0.0952,1.1298e-02
149.652,1.2797768636e-03,1.534251e-03,1.5061786239e+00,0.0952,1.1764e-02
150.270,1.2798589841e-03,1.515861e-03,1.5061786239e+00,0.0952,1.2267e-02
150.888,1.2799447909e-03,1.491599e-03,1.5061786239e+00,0.0952,1.2795e-02
151.507,1.2800322269e-03,1.462775e-03,1.5061786239e+00,0.0952,1.3402e-02
152.125,1.2801192213e-03,1.431311e-03,1.5061786239e+00,0.0952,1.4222e-02
152.743,1.2802037036e-03,1.399098e-03,1.5061786239e+00,0.0952,1.5123e-02
153.362,1.2802836116e-03,1.367626e-03,1.5061786239e+00,0.0952,1.5975e-02
153.980,1.2803568988e-03,1.338070e-03,1.5061786239e+00,0.0952,1.6666e-02
154.599,1.2804215497e-03,1.310811e-03,1.5061786239e+00,0.0952,1.7068e-02
155.217,1.2804756044e-03,1.285983e-03,1.5061786239e+00,0.0952,1.7070e-02
155.835,1.2805171978e-03,1.263829e-03,1.5061786239e+00,0.0952,1.6622e-02
156.454,1.2805446108e-03,1.244511e-03,1.5061786239e+00,0.0952,1.5735e-02
157.072,1.2805563351e-03,1.227558e-03,1.5061786239e+00,0.0952,1.4499e-02
157.691,1.2805511451e-03,1.212883e-03,1.5061786239e+00,0.0952,1.2978e-02
158.309,1.2805281721e-03,1.201207e-03,1.5061786239e+00,0.0952,1.1230e-02
158.927,1.2804869712e-03,1.193191e-03,1.5061786239e+00,0.0952,9.3917e-03
159.546,1.2804275715e-03,1.189432e-03,1.5061786239e+00,0.0952,7.6001e-03
160.164,1.2803505046e-03,1.190507e-03,1.5061786239e+00,0.0952,5.9725e-03
160.783,1.2802568076e-03,1.197048e-03,1.5061786239e+00,0.0952,4.5869e-03
161.401,1.2801480058e-03,1.209796e-03,1.5061786239e+00,0.0952,3.3642e-03
162.019,1.2800260792e-03,1.228779e-03,1.5061786239e+00,0.0952,2.2999e-03
162.638,1.2798934216e-03,1.252899e-03,1.5061786239e+00,0.0952,1.3742e-03
163.256,1.2797527961e-03,1.282164e-03,1.5061786239e+00,0.0952,6.5207e-04
