t,rhoc,errD,Mb,q00,q20,q22,vatm
131.607,1.2811295662e-03,9.614159e-04,1.5062232239e+00,1.5062224314e+00,3.2237244513e-02,-2.0230329959e-15,6.4537e-02
132.652,1.2811969413e-03,9.809401e-04,1.5062233560e+00,1.5062225634e+00,3.2539212690e-02,-6.3736855679e-16,6.8304e-02
133.696,1.2812378281e-03,9.928854e-04,1.5062235330e+00,1.5062227404e+00,3.2720927694e-02,-3.7848676597e-15,7.6166e-02
134.741,1.2812469141e-03,9.958087e-04,1.5062236912e+00,1.5062228986e+00,3.2777124560e-02,-1.2826059718e-15,8.3764e-02
135.785,1.2812209365e-03,9.889149e-04,1.5062238751e+00,1.5062230825e+00,3.2701084494e-02,7.5281592112e-16,9.1105e-02
136.830,1.2811593317e-03,9.713965e-04,1.5062242320e+00,1.5062234395e+00,3.2506654597e-02,-1.4886600815e-15,9.8197e-02
137.874,1.2810645116e-03,9.444287e-04,1.5062246400e+00,1.5062238476e+00,3.2171881722e-02,-3.2892430749e-15,1.0505e-01
138.919,1.2809417371e-03,9.082448e-04,1.5062254176e+00,1.5062246252e+00,3.1748214544e-02,-1.8956988214e-15,1.1322e-01
139.963,1.2807985983e-03,8.653958e-04,1.5062261712e+00,1.5062253789e+00,3.1193647990e-02,1.5372042342e-15,1.2245e-01
141.008,1.2806441236e-03,8.179320e-04,1.5062270642e+00,1.5062262721e+00,3.0511529003e-02,-4.5967605150e-15,1.3069e-01
142.052,1.2804875940e-03,7.663103e-04,1.5062284222e+00,1.5062276301e+00,2.9745085501e-02,-6.8611841714e-16,1.3797e-01
143.097,1.2803372331e-03,7.146134e-04,1.5062298319e+00,1.5062290399e+00,2.8841088677e-02,-1.9717976384e-15,1.4449e-01
144.141,1.2801990409e-03,6.682810e-04,1.5062311308e+00,1.5062303389e+00,2.7792756222e-02,1.7178583580e-15,1.5040e-01
145.186,1.2800760635e-03,6.287251e-04,1.5062324035e+00,1.5062316117e+00,2.6629989271e-02,-2.1515581846e-15,1.5582e-01
146.230,1.2799683034e-03,5.965555e-04,1.5062341832e+00,1.5062333914e+00,2.5407074899e-02,-2.4600772083e-15,1.6087e-01
147.275,1.2798732878e-03,5.760554e-04,1.5062361872e+00,1.5062353955e+00,2.4019257261e-02,-1.8614606990e-15,1.6562e-01
148.319,1.2797870971e-03,5.735074e-04,1.5062375640e+00,1.5062367723e+00,2.2598754530e-02,-6.2063392744e-16,1.7010e-01
149.364,1.2797055348e-03,5.859674e-04,1.5062391910e+00,1.5062383994e+00,2.1072308552e-02,-3.0090426379e-15,1.7437e-01
150.408,1.2796251222e-03,6.134820e-04,1.5062404474e+00,1.5062396558e+00,1.9482389585e-02,-1.1796871509e-15,1.7843e-01
151.453,1.2795437066e-03,6.505437e-04,1.5062418788e+00,1.5062410873e+00,1.7788678960e-02,-2.6789895045e-15,1.8232e-01
152.497,1.2794606375e-03,6.972529e-04,1.5062430467e+00,1.5062422552e+00,1.6069973319e-02,-2.4437851998e-15,1.8604e-01
153.542,1.2793765865e-03,7.476803e-04,1.5062441627e+00,1.5062433713e+00,1.4297121952e-02,2.9769148674e-17,1.8961e-01
154.586,1.2792931546e-03,8.013314e-04,1.5062447007e+00,1.5062439093e+00,1.2459585839e-02,1.7300463790e-15,1.9303e-01
155.631,1.2792124272e-03,8.549808e-04,1.5062451218e+00,1.5062443305e+00,1.0598672403e-02,-3.0900068963e-15,1.9632e-01
156.675,1.2791366057e-03,9.062450e-04,1.5062456205e+00,1.5062448293e+00,8.6560634855e-03,3.4858508635e-15,1.9946e-01
157.720,1.2790677856e-03,9.548444e-04,1.5062457337e+00,1.5062449425e+00,6.7283240694e-03,4.6238612909e-16,2.0248e-01
158.764,1.2790078878e-03,9.975413e-04,1.5062462724e+00,1.5062454812e+00,4.7643437246e-03,2.4152936160e-15,1.9942e-01
159.809,1.2789587098e-03,1.034054e-03,1.5062463635e+00,1.5062455723e+00,2.8150693786e-03,6.8211478871e-15,1.9981e-01
160.853,1.2789220099e-03,1.062303e-03,1.5062465643e+00,1.5062457732e+00,8.5996698572e-04,1.3780254800e-15,1.9611e-01
161.898,1.2788995703e-03,1.081011e-03,1.5062471213e+00,1.5062463302e+00,-1.1337043507e-03,-1.0829771448e-15,1.8861e-01
162.942,1.2788931671e-03,1.090457e-03,1.5062473314e+00,1.5062465403e+00,-3.1090688034e-03,1.8468494268e-15,1.8895e-01
163.987,1.2789044393e-03,1.089568e-03,1.5062475833e+00,1.5062467921e+00,-5.0880213092e-03,-1.5848291094e-15,1.8480e-01
