t,rhoc_rel,errD,Snorm,Mb_rel,vatm,rstar_R
44.61,-5.47027077e-05,2.127014e-04,2.231719e-07,-2.7311486406e-14,0.0000e+00,0.9687
45.19,-4.06565511e-05,2.151645e-04,2.220158e-07,-2.7755575616e-14,0.0000e+00,0.9687
45.76,-2.57913221e-05,2.175858e-04,2.207493e-07,-2.8199664825e-14,0.0000e+00,0.9687
46.33,-1.33891928e-05,2.199637e-04,2.193338e-07,-2.8754776338e-14,0.0000e+00,0.9687
46.90,-5.76420053e-06,2.223004e-04,2.177847e-07,-2.9198865548e-14,0.0000e+00,0.9687
47.47,-3.88983159e-06,2.245994e-04,2.161506e-07,-2.9531932455e-14,0.0000e+00,0.9687
48.05,-7.51099661e-06,2.268639e-04,2.144694e-07,-3.0087043967e-14,0.0000e+00,0.9687
48.62,-1.55642537e-05,2.290975e-04,2.127508e-07,-3.0198066270e-14,0.0000e+00,0.9687
49.19,-2.66010434e-05,2.313049e-04,2.109963e-07,-3.1086244690e-14,0.0000e+00,0.9687
49.76,-3.90495826e-05,2.334917e-04,2.092215e-07,-3.1419311597e-14,0.0000e+00,0.9687
50.33,-5.13614999e-05,2.356617e-04,2.074583e-07,-3.2085445412e-14,0.0000e+00,0.9687
50.91,-6.21713053e-05,2.378150e-04,2.057476e-07,-3.2751579226e-14,0.0000e+00,0.9687
51.48,-7.05009284e-05,2.399487e-04,2.041424e-07,-3.2751579226e-14,0.0000e+00,0.9687
52.05,-7.59111384e-05,2.420601e-04,2.027134e-07,-3.3861802251e-14,0.0000e+00,0.9687
52.62,-7.84910074e-05,2.441487e-04,2.015300e-07,-3.4083846856e-14,0.0000e+00,0.9687
53.19,-7.86892415e-05,2.462166e-04,2.006161e-07,-3.5194069881e-14,0.0000e+00,0.9687
53.77,-7.71015736e-05,2.482667e-04,1.999244e-07,-3.5638159090e-14,0.0000e+00,0.9687
54.34,-7.43291115e-05,2.503010e-04,1.993706e-07,-3.5638159090e-14,0.0000e+00,0.9687
54.91,-7.09309156e-05,2.523195e-04,1.989101e-07,-3.6526337510e-14,0.0000e+00,0.9687
55.48,-6.74095503e-05,2.543193e-04,1.985821e-07,-3.7192471325e-14,0.0000e+00,0.9687
56.05,-6.41692959e-05,2.562945e-04,1.984708e-07,-3.7303493627e-14,0.0000e+00,0.9687
56.63,-6.14521055e-05,2.582359e-04,1.986171e-07,-3.8080649745e-14,0.0000e+00,0.9687
57.20,-5.93024492e-05,2.601349e-04,1.989669e-07,-3.8524738954e-14,0.0000e+00,0.9687
57.77,-5.75931935e-05,2.619872e-04,1.994063e-07,-3.8968828164e-14,0.0000e+00,0.9687
58.34,-5.60924209e-05,2.637961e-04,1.998477e-07,-3.9634961979e-14,0.0000e+00,0.9687
58.91,-5.45237531e-05,2.655712e-04,2.002825e-07,-4.0301095794e-14,0.0000e+00,0.9687
59.49,-5.25957851e-05,2.673211e-04,2.007553e-07,-4.0856207306e-14,0.0000e+00,0.9687
60.06,-5.00190737e-05,2.690474e-04,2.012957e-07,-4.1078251911e-14,0.0000e+00,0.9687
60.63,-4.65446174e-05,2.707407e-04,2.018816e-07,-4.1744385726e-14,0.0000e+00,0.9687
61.20,-4.20340517e-05,2.723846e-04,2.024653e-07,-4.2743586448e-14,0.0000e+00,0.9687
61.77,-3.65292650e-05,2.739635e-04,2.030261e-07,-4.3076653355e-14,0.0000e+00,0.9687
62.35,-3.02802363e-05,2.754711e-04,2.035832e-07,-4.3298697960e-14,0.0000e+00,0.9687
62.92,-2.37135654e-05,2.769137e-04,2.041558e-07,-4.3742787170e-14,0.0000e+00,0.9687
63.49,-1.73557084e-05,2.783089e-04,2.047151e-07,-4.4519943287e-14,0.0000e+00,0.9687
64.06,-1.17392341e-05,2.796786e-04,2.051870e-07,-4.5297099405e-14,0.0000e+00,0.9687
64.63,-7.31356435e-06,2.810402e-04,2.055078e-07,-4.5408121707e-14,0.0000e+00,0.9687
65.21,-4.37028306e-06,2.823996e-04,2.056855e-07,-4.6629367034e-14,0.0000e+00,0.9687
65.78,-2.99171711e-06,2.837464e-04,2.058081e-07,-4.7073456244e-14,0.0000e+00,0.9687
66.35,-3.03714480e-06,2.850551e-04,2.059897e-07,-4.6851411639e-14,0.0000e+00,0.9687
66.92,-4.17940782e-06,2.862925e-04,2.062917e-07,-4.8072656966e-14,0.0000e+00,0.9687
67.49,-5.98849608e-06,2.874296e-04,2.066768e-07,-4.8405723874e-14,0.0000e+00,0.9687
68.07,-8.03668584e-06,2.884553e-04,2.070288e-07,-4.9293902293e-14,0.0000e+00,0.9687
68.64,-9.98875782e-06,2.893863e-04,2.072260e-07,-4.9293902293e-14,0.0000e+00,0.9687
69.21,-1.16493259e-05,2.902676e-04,2.072192e-07,-5.0515147620e-14,0.0000e+00,0.9687
69.78,-1.29607615e-05,2.911610e-04,2.070636e-07,-5.0737192225e-14,0.0000e+00,0.9687
70.35,-1.39650013e-05,2.921245e-04,2.068864e-07,-5.0959236830e-14,0.0000e+00,0.9687
70.93,-1.47507604e-05,2.931910e-04,2.068115e-07,-5.1403326040e-14,0.0000e+00,0.9687
71.50,-1.54049192e-05,2.943546e-04,2.068933e-07,-5.2291504460e-14,0.0000e+00,0.9687
72.07,-1.59797631e-05,2.955702e-04,2.070973e-07,-5.3401727484e-14,0.0000e+00,0.9687
72.64,-1.64812995e-05,2.967668e-04,2.073336e-07,-5.3956838997e-14,0.0000e+00,0.9687
73.21,-1.68783842e-05,2.978696e-04,2.075102e-07,-5.4067861299e-14,0.0000e+00,0.9687
73.79,-1.71266399e-05,2.988232e-04,2.075736e-07,-5.5178084324e-14,0.0000e+00,0.9687
74.36,-1.71962404e-05,2.996083e-04,2.075214e-07,-5.5289106626e-14,0.0000e+00,0.9687
74.93,-1.70917021e-05,3.002469e-04,2.073914e-07,-5.5622173534e-14,0.0000e+00,0.9687
75.50,-1.68564798e-05,3.007964e-04,2.072389e-07,-5.6732396558e-14,0.0000e+00,0.9687
76.07,-1.65629259e-05,3.013347e-04,2.071159e-07,-5.6954441163e-14,0.0000e+00,0.9687
76.65,-1.62942300e-05,3.019391e-04,2.070550e-07,-5.7620574978e-14,0.0000e+00,0.9687
77.22,-1.61260808e-05,3.026649e-04,2.070631e-07,-5.8064664188e-14,0.0000e+00,0.9687
77.79,-1.61127993e-05,3.035307e-04,2.071270e-07,-5.9063864910e-14,0.0000e+00,0.9687
78.36,-1.62789658e-05,3.045127e-04,2.072267e-07,-5.9396931817e-14,0.0000e+00,0.9687
78.93,-1.66158176e-05,3.055511e-04,2.073479e-07,-6.0285110237e-14,0.0000e+00,0.9687
79.51,-1.70820347e-05,3.065625e-04,2.074838e-07,-6.0840221749e-14,0.0000e+00,0.9687
80.08,-1.76092889e-05,3.074581e-04,2.076259e-07,-6.1617377867e-14,0.0000e+00,0.9687
80.65,-1.81127969e-05,3.081610e-04,2.077528e-07,-6.1950444774e-14,0.0000e+00,0.9687
81.22,-1.85061475e-05,3.086208e-04,2.078260e-07,-6.2394533984e-14,0.0000e+00,0.9687
81.79,-1.87186222e-05,3.088226e-04,2.077988e-07,-6.2616578589e-14,0.0000e+00,0.9687
82.37,-1.87123906e-05,3.087891e-04,2.076323e-07,-6.3726801613e-14,0.0000e+00,0.9687
82.94,-1.84960389e-05,3.085759e-04,2.073099e-07,-6.3948846218e-14,0.0000e+00,0.9687
83.51,-1.81299483e-05,3.082595e-04,2.068414e-07,-6.4614980033e-14,0.0000e+00,0.9687
84.08,-1.77190978e-05,3.079235e-04,2.062587e-07,-6.5170091545e-14,0.0000e+00,0.9687
84.65,-1.73913109e-05,3.076433e-04,2.056052e-07,-6.5947247663e-14,0.0000e+00,0.9687
85.23,-1.72640053e-05,3.074744e-04,2.049279e-07,-6.6502359175e-14,0.0000e+00,0.9687
85.80,-1.74083445e-05,3.074458e-04,2.042738e-07,-6.6946448385e-14,0.0000e+00,0.9687
86.37,-1.78232069e-05,3.075589e-04,2.036899e-07,-6.7612582200e-14,0.0000e+00,0.9687
86.94,-1.84300445e-05,3.077918e-04,2.032216e-07,-6.8389738317e-14,0.0000e+00,0.9687
87.51,-1.90932098e-05,3.081073e-04,2.029087e-07,-6.9166894434e-14,0.0000e+00,0.9687
88.09,-1.96609910e-05,3.084619e-04,2.027780e-07,-6.9610983644e-14,0.0000e+00,0.9687
88.66,-2.00141971e-05,3.088145e-04,2.028371e-07,-7.0277117459e-14,0.0000e+00,0.9687
89.23,-2.01052324e-05,3.091341e-04,2.030723e-07,-7.0277117459e-14,0.0000e+00,0.9687
89.80,-1.99730539e-05,3.094034e-04,2.034533e-07,-7.1165295878e-14,0.0000e+00,0.9687
90.37,-1.97276791e-05,3.096211e-04,2.039417e-07,-7.2053474298e-14,0.0000e+00,0.9687
90.95,-1.95091616e-05,3.098006e-04,2.045015e-07,-7.2386541206e-14,0.0000e+00,0.9687
91.52,-1.94359611e-05,3.099675e-04,2.051068e-07,-7.2941652718e-14,0.0000e+00,0.9687
92.09,-1.95622673e-05,3.101546e-04,2.057460e-07,-7.3607786533e-14,0.0000e+00,0.9687
92.66,-1.98608673e-05,3.103984e-04,2.064212e-07,-7.4051875742e-14,0.0000e+00,0.9687
93.23,-2.02383606e-05,3.107338e-04,2.071466e-07,-7.4495964952e-14,0.0000e+00,0.9687
93.80,-2.05767204e-05,3.111909e-04,2.079456e-07,-7.5495165675e-14,0.0000e+00,0.9687
94.38,-2.07846185e-05,3.117926e-04,2.088469e-07,-7.5606187977e-14,0.0000e+00,0.9687
94.95,-2.08379641e-05,3.125532e-04,2.098815e-07,-7.6494366397e-14,0.0000e+00,0.9687
95.52,-2.07933737e-05,3.134781e-04,2.110787e-07,-7.7049477909e-14,0.0000e+00,0.9687
96.09,-2.07689798e-05,3.145652e-04,2.124613e-07,-7.7715611724e-14,0.0000e+00,0.9687
96.66,-2.08997724e-05,3.158064e-04,2.140414e-07,-7.8159700934e-14,0.0000e+00,0.9687
97.24,-2.12845200e-05,3.171900e-04,2.158185e-07,-7.9158901656e-14,0.0000e+00,0.9687
97.81,-2.19445177e-05,3.187027e-04,2.177785e-07,-7.9714013168e-14,0.0000e+00,0.9687
98.38,-2.28098426e-05,3.203322e-04,2.198972e-07,-8.0158102378e-14,0.0000e+00,0.9687
98.95,-2.37383144e-05,3.220682e-04,2.221439e-07,-8.0491169285e-14,0.0000e+00,0.9687
99.52,-2.45600603e-05,3.239039e-04,2.244868e-07,-8.1712414612e-14,0.0000e+00,0.9687
100.10,-2.51312588e-05,3.258354e-04,2.268974e-07,-8.1934459217e-14,0.0000e+00,0.9687
100.67,-2.53778653e-05,3.278611e-04,2.293534e-07,-8.2378548427e-14,0.0000e+00,0.9687
101.24,-2.53148095e-05,3.299802e-04,2.318394e-07,-8.2711615335e-14,0.0000e+00,0.9687
101.81,-2.50360957e-05,3.321908e-04,2.343466e-07,-8.4043882964e-14,0.0000e+00,0.9687
102.38,-2.46821056e-05,3.344883e-04,2.368700e-07,-8.4821039081e-14,0.0000e+00,0.9687
102.96,-2.43977424e-05,3.368641e-04,2.394063e-07,-8.4487972174e-14,0.0000e+00,0.9687
103.53,-2.42962552e-05,3.393052e-04,2.419507e-07,-8.5598195199e-14,0.0000e+00,0.9687
104.10,-2.44389504e-05,3.417946e-04,2.444951e-07,-8.6042284408e-14,0.0000e+00,0.9687
104.67,-2.48333061e-05,3.443122e-04,2.470272e-07,-8.6930462828e-14,0.0000e+00,0.9687
105.24,-2.54449642e-05,3.468369e-04,2.495300e-07,-8.6930462828e-14,0.0000e+00,0.9687
105.82,-2.62154760e-05,3.493481e-04,2.519832e-07,-8.7596596643e-14,0.0000e+00,0.9687
106.39,-2.70782927e-05,3.518274e-04,2.543643e-07,-8.8595797365e-14,0.0000e+00,0.9687
106.96,-2.79690617e-05,3.542600e-04,2.566508e-07,-8.9150908877e-14,0.0000e+00,0.9687
107.53,-2.88304607e-05,3.566351e-04,2.588218e-07,-8.9594998087e-14,0.0000e+00,0.9687
108.10,-2.96144566e-05,3.589460e-04,2.608603e-07,-9.0816243414e-14,0.0000e+00,0.9687
108.68,-3.02850372e-05,3.611899e-04,2.627535e-07,-9.0816243414e-14,0.0000e+00,0.9687
109.25,-3.08225944e-05,3.633668e-04,2.644940e-07,-9.1815444137e-14,0.0000e+00,0.9687
109.82,-3.12286248e-05,3.654786e-04,2.660788e-07,-9.2481577951e-14,0.0000e+00,0.9687
110.39,-3.15278021e-05,3.675284e-04,2.675093e-07,-9.3036689464e-14,0.0000e+00,0.9687
110.96,-3.17646572e-05,3.695197e-04,2.687900e-07,-9.3924867883e-14,0.0000e+00,0.9687
111.54,-3.19940084e-05,3.714561e-04,2.699276e-07,-9.4368957093e-14,0.0000e+00,0.9687
112.11,-3.22669717e-05,3.733408e-04,2.709300e-07,-9.5035090908e-14,0.0000e+00,0.9687
112.68,-3.26165843e-05,3.751769e-04,2.718061e-07,-9.5812247025e-14,0.0000e+00,0.9687
113.25,-3.30477902e-05,3.769670e-04,2.725645e-07,-9.6811447747e-14,0.0000e+00,0.9687
113.82,-3.35354269e-05,3.787135e-04,2.732140e-07,-9.7255536957e-14,0.0000e+00,0.9687
114.40,-3.40313657e-05,3.804185e-04,2.737627e-07,-9.7699626167e-14,0.0000e+00,0.9687
114.97,-3.44790206e-05,3.820840e-04,2.742185e-07,-9.9364960704e-14,0.0000e+00,0.9687
