t,rhoc,errD,Mb,q00,q20,q22,vatm
92.282,1.2799999990e-03,4.771598e-16,1.5058467803e+00,1.5058254019e+00,-2.7651175483e-15,-1.8742394539e-15,0.0000e+00
93.308,1.2799999990e-03,4.776659e-16,1.5058467803e+00,1.5058254019e+00,-2.7651175483e-15,-1.5411725465e-15,0.0000e+00
94.333,1.2799999990e-03,4.787566e-16,1.5058467803e+00,1.5058254019e+00,-2.8761398508e-15,-1.3191279416e-15,0.0000e+00
95.359,1.2799999990e-03,4.796925e-16,1.5058467803e+00,1.5058254019e+00,-2.9871621533e-15,-1.0970833366e-15,0.0000e+00
96.384,1.2799999990e-03,4.818074e-16,1.5058467803e+00,1.5058254019e+00,-2.9871621533e-15,-1.0970833366e-15,0.0000e+00
97.409,1.2799999990e-03,4.817418e-16,1.5058467803e+00,1.5058254019e+00,-3.2092067582e-15,-6.5299412678e-16,0.0000e+00
98.435,1.2799999990e-03,4.825644e-16,1.5058467803e+00,1.5058254019e+00,-3.4312513631e-15,-6.5299412678e-16,0.0000e+00
99.460,1.2799999990e-03,4.818699e-16,1.5058467803e+00,1.5058254019e+00,-3.5422736656e-15,-5.4197182432e-16,0.0000e+00
100.485,1.2799999990e-03,4.823225e-16,1.5058467803e+00,1.5058254019e+00,-3.4867625143e-15,-5.4197182432e-16,0.0000e+00
101.511,1.2799999990e-03,4.820978e-16,1.5058467803e+00,1.5058254019e+00,-3.4867625143e-15,-5.4197182432e-16,0.0000e+00
102.536,1.2799999990e-03,4.837140e-16,1.5058467803e+00,1.5058254019e+00,-3.4867625143e-15,-5.4197182432e-16,0.0000e+00
103.561,1.2799999990e-03,4.830492e-16,1.5058467803e+00,1.5058254019e+00,-3.4867625143e-15,-5.4197182432e-16,0.0000e+00
104.587,1.2799999990e-03,4.854958e-16,1.5058467803e+00,1.5058254019e+00,-3.4867625143e-15,-6.2523855117e-16,0.0000e+00
105.612,1.2799999990e-03,4.847178e-16,1.5058467803e+00,1.5058254019e+00,-3.4867625143e-15,-6.2523855117e-16,0.0000e+00
106.637,1.2799999990e-03,4.852826e-16,1.5058467803e+00,1.5058254019e+00,-3.4867625143e-15,-6.2523855117e-16,0.0000e+00
107.663,1.2799999990e-03,4.854178e-16,1.5058467803e+00,1.5058254019e+00,-3.4867625143e-15,-6.2523855117e-16,0.0000e+00
108.688,1.2799999990e-03,4.860956e-16,1.5058467803e+00,1.5058254019e+00,-3.4867625143e-15,-6.2523855117e-16,0.0000e+00
109.714,1.2799999990e-03,4.861492e-16,1.5058467803e+00,1.5058254019e+00,-3.4867625143e-15,-6.2523855117e-16,0.0000e+00
110.739,1.2799999990e-03,4.860236e-16,1.5058467803e+00,1.5058254019e+00,-3.4867625143e-15,-6.2523855117e-16,0.0000e+00
111.764,1.2799999990e-03,4.864850e-16,1.5058467803e+00,1.5058254019e+00,-3.4312513631e-15,-6.2697327464e-16,0.0000e+00
112.790,1.2799999990e-03,4.872815e-16,1.5058467803e+00,1.5058254019e+00,-3.2092067582e-15,-6.2697327464e-16,0.0000e+00
