t,rhoc,errD,Mb,q00,q20,q22,vatm
179.438,1.2798754506e-03,3.011549e-04,1.5058490187e+00,1.5058276424e+00,-6.4848383548e-16,2.5445349203e-15,0.0000e+00
180.463,1.2798765068e-03,3.007742e-04,1.5058490311e+00,1.5058276548e+00,-1.3925230616e-14,2.2681988916e-15,0.0000e+00
181.489,1.2798778149e-03,3.002842e-04,1.5058490437e+00,1.5058276673e+00,-9.3428636869e-15,-1.3984915406e-15,0.0000e+00
182.514,1.2798793594e-03,2.996922e-04,1.5058490562e+00,1.5058276799e+00,1.3219031157e-14,7.9802074571e-16,0.0000e+00
183.539,1.2798811247e-03,2.990066e-04,1.5058490689e+00,1.5058276925e+00,3.3117407825e-15,4.4430000294e-15,0.0000e+00
184.565,1.2798830945e-03,2.982366e-04,1.5058490815e+00,1.5058277051e+00,-3.8441561863e-15,2.7476059872e-15,0.0000e+00
185.590,1.2798852517e-03,2.973920e-04,1.5058490943e+00,1.5058277178e+00,-1.4700760430e-14,3.1216557367e-15,0.0000e+00
186.616,1.2798875773e-03,2.964829e-04,1.5058491070e+00,1.5058277306e+00,-4.9198880295e-15,1.1623397807e-15,0.0000e+00
187.641,1.2798900510e-03,2.955201e-04,1.5058491198e+00,1.5058277433e+00,-8.7432314832e-16,-8.9273833217e-16,0.0000e+00
188.666,1.2798926500e-03,2.945141e-04,1.5058491327e+00,1.5058277561e+00,3.2158159946e-15,1.5838775854e-15,0.0000e+00
189.692,1.2798953505e-03,2.934759e-04,1.5058491456e+00,1.5058277690e+00,2.4377789629e-15,5.7795480975e-16,0.0000e+00
190.717,1.2798981276e-03,2.924160e-04,1.5058491585e+00,1.5058277818e+00,1.2301592830e-14,2.4316423691e-15,0.0000e+00
191.742,1.2799009562e-03,2.913447e-04,1.5058491714e+00,1.5058277947e+00,-2.2485670843e-14,2.7061623592e-15,0.0000e+00
192.768,1.2799038119e-03,2.902719e-04,1.5058491844e+00,1.5058278076e+00,-7.0778569300e-15,9.4024096569e-16,0.0000e+00
193.793,1.2799066714e-03,2.892073e-04,1.5058491974e+00,1.5058278206e+00,-3.9539181057e-15,5.9942201277e-16,0.0000e+00
194.818,1.2799095130e-03,2.881597e-04,1.5058492103e+00,1.5058278335e+00,-2.3416010553e-15,-8.6861483383e-16,0.0000e+00
195.844,1.2799123166e-03,2.871374e-04,1.5058492233e+00,1.5058278464e+00,8.1111514318e-15,-2.9051530896e-15,0.0000e+00
196.869,1.2799150634e-03,2.861481e-04,1.5058492363e+00,1.5058278594e+00,-1.5263339388e-14,-4.0907790304e-17,0.0000e+00
197.895,1.2799177357e-03,2.851985e-04,1.5058492493e+00,1.5058278723e+00,4.5743890767e-15,5.6228808836e-16,0.0000e+00
