t,rhoc_rel,errD,Snorm,Mb_rel,vatm,rstar_R
60.62,3.96189296e-04,4.056072e-03,3.762397e-06,-6.8529626418e-12,1.5880e-02,1.0625
61.19,3.64672738e-04,3.964232e-03,4.027487e-06,-6.8560712663e-12,4.5205e-03,1.0938
61.77,3.37887967e-04,3.886066e-03,4.284381e-06,-6.8562933109e-12,2.4021e-02,1.0938
62.34,3.14870278e-04,3.819984e-03,4.530306e-06,-6.8591798907e-12,4.5928e-02,1.0938
62.91,2.94795174e-04,3.764403e-03,4.763001e-06,-6.8827166189e-12,6.6169e-02,1.0938
63.48,2.77194165e-04,3.715102e-03,4.981152e-06,-7.2735151235e-12,6.8558e-02,1.1250
64.05,2.62045818e-04,4.788779e-03,5.183976e-06,-7.5387474041e-12,7.6805e-02,1.1250
64.63,2.49671620e-04,4.705568e-03,5.378235e-06,-7.9756201643e-12,7.2037e-02,1.1250
65.20,2.40443476e-04,4.639271e-03,5.563897e-06,-8.1774587102e-12,7.6273e-02,1.1250
65.77,2.34397206e-04,4.581734e-03,5.739800e-06,-8.9890317412e-12,8.0068e-02,1.1563
66.34,2.30912153e-04,4.521073e-03,5.906052e-06,-9.3904883869e-12,7.1934e-02,1.1563
66.91,2.28627158e-04,4.474776e-03,6.064006e-06,-9.4645402626e-12,7.4432e-02,1.1563
67.49,2.25703794e-04,4.421946e-03,6.215536e-06,-9.6116448134e-12,6.6762e-02,1.1563
68.06,2.20433632e-04,4.386103e-03,6.363404e-06,-9.7688523937e-12,6.9055e-02,1.1563
68.63,2.12052276e-04,4.356794e-03,6.510159e-06,-9.7768459995e-12,6.7201e-02,1.1875
69.20,2.01515578e-04,4.334630e-03,6.657829e-06,-9.7766239548e-12,6.4441e-02,1.1875
69.77,1.91952426e-04,4.320413e-03,6.807084e-06,-9.7772900887e-12,6.1121e-02,1.1875
70.34,1.88558983e-04,4.314972e-03,6.956924e-06,-9.7770680441e-12,5.7189e-02,1.1875
70.92,1.97794066e-04,4.319073e-03,7.104767e-06,-9.7779562225e-12,5.2623e-02,1.1875
71.49,2.25923468e-04,4.333338e-03,7.247061e-06,-9.7779562225e-12,4.7428e-02,1.1875
72.06,2.77224466e-04,4.358166e-03,7.380015e-06,-9.7782892894e-12,4.1656e-02,1.1875
72.63,3.52344443e-04,4.393673e-03,7.500461e-06,-9.7782892894e-12,4.6772e-02,1.1875
73.20,4.47265374e-04,4.439658e-03,7.606015e-06,-9.7790664455e-12,5.2782e-02,1.1875
73.78,5.53198789e-04,4.495616e-03,7.695343e-06,-9.7791774678e-12,5.8752e-02,1.1875
74.35,6.57671002e-04,4.560637e-03,7.768266e-06,-9.7788444009e-12,6.4683e-02,1.1875
74.92,7.46904068e-04,4.631584e-03,7.825662e-06,-9.7796215570e-12,7.0575e-02,1.1875
75.49,8.09254059e-04,4.707828e-03,7.869551e-06,-9.7799546239e-12,7.6426e-02,1.1875
76.06,8.38961584e-04,4.788830e-03,7.902397e-06,-9.7803987131e-12,8.2237e-02,1.1875
76.64,8.39003581e-04,4.874466e-03,7.926828e-06,-9.7805097354e-12,8.8008e-02,1.1875
77.21,8.21823560e-04,4.962442e-03,7.945340e-06,-9.7808428023e-12,9.3739e-02,1.1875
77.78,8.07334314e-04,5.051731e-03,7.960051e-06,-9.7810648469e-12,9.9430e-02,1.1875
78.35,8.18492054e-04,5.142777e-03,7.972587e-06,-9.7806207577e-12,1.0508e-01,1.1875
78.92,8.75454096e-04,5.232657e-03,7.983903e-06,-9.7817309808e-12,1.1069e-01,1.1875
